cluster_id,class_auto,subtype_auto,neuropeptide_auto,top_enriched_genes,top_regions,top_dissections
157,NEUR,,CBLN CCK CHGB NAMPT NUCB UBL VGF proSAAS,"TG, CERS3-AS1, AC099565.1, CAPN8, AL136441.1, SLA, MOXD1, DSP, AL136985.3, SEMA3D","Amygdala: 65.8%, Cerebral cortex: 28.7%, Hippocampus: 5.5%","Human BL: 31.3%, Human BM: 23.4%, Human Pir: 14.2%"
158,NEUR,,CBLN CCK CHGB NAMPT NUCB SCG UBL UCN VGF proSAAS,"TACR3, TG, AC002480.2, SEMA3D, ALKAL2, TRHR, NPFFR2, LINC01865, GPC4, WDR86","Amygdala: 68.1%, Cerebral cortex: 25.8%, Hippocampus: 6.0%","Human CMN: 38.7%, Human BM: 16.0%, Human CoA: 12.6%"
159,NEUR,,ADCYAP CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL UCN VGF proSAAS,"POSTN, AC018742.1, LINC02653, AL583785.1, DCSTAMP, PWWP3B, NPFFR2, AL139340.1, KCNG1, AC068633.1","Amygdala: 80.8%, Cerebral cortex: 17.6%, Hippocampus: 1.3%","Human CMN: 32.2%, Human BM: 26.7%, Human CEN: 17.3%"
160,NEUR,,CBLN CCK CHGA CHGB NAMPT NUCB UBL UCN VGF proSAAS,"TFAP2D, DCSTAMP, PTGER3, LINC00334, TG, KLK7, NPFFR2, PLEKHG4B, FAM9B, MSC-AS1","Amygdala: 90.3%, Cerebral cortex: 8.9%, Hippocampus: 0.8%","Human BL: 49.4%, Human BM: 21.7%, Human CMN: 13.3%"
161,NEUR,,CBLN CCK CHGB GRP NAMPT NUCB NXPH PDYN SCG UBL UCN VGF proSAAS,"MEPE, P2RX2, OTOF, MOXD1, CARM1P1, TG, S100Z, MS4A8, LINC02338, CNGB1","Amygdala: 66.2%, Cerebral cortex: 31.6%, Hippocampus: 1.3%","Human CMN: 57.7%, Human Pir: 21.2%, Human A35-A36: 10.4%"
162,NEUR,,CART CBLN CCK CHGA CHGB GRP NAMPT NUCB UBL proSAAS,"AC018742.1, POSTN, MEPE, MCOLN3, P2RX2, LINC01885, LINC01606, AC009411.2, DCDC2C, SYTL1","Amygdala: 84.9%, Hippocampus: 8.9%, Cerebral cortex: 6.2%","Human BL: 29.2%, Human CMN: 27.0%, Human BM: 25.5%"
163,NEUR,,ADCYAP CBLN CCK CHGB NAMPT NUCB PDYN SCG UBL VGF proSAAS,"POSTN, DCN, GPC3, TACR3, LINC02163, AC068759.1, AC004862.1, LINC01606, IGFBP3, AC002480.2","Amygdala: 93.5%, Hippocampus: 5.9%, Hypothalamus: 0.4%","Human CMN: 92.3%, Human CA1U-CA2U-CA3U: 4.9%, Human BM: 1.2%"
164,NEUR,,ADCYAP CART CBLN CCK CHGA CHGB IGF NAMPT NUCB NXPH UBL VGF proSAAS,"TMEM45B, LINC02752, LINC02105, BARX2, AC005482.1, DSC3, COL6A2, LINC01482, LINC02653, HMCN2","Cerebral cortex: 66.8%, Amygdala: 18.2%, Hippocampus: 15.0%","Human LEC: 42.3%, Human Pir: 23.8%, Human Sub: 15.0%"
165,NEUR,,ADCYAP CART CBLN CCK CHGA CHGB CORT IGF NAMPT NUCB NXPH PDYN SCG UBL VGF proSAAS,"LINC02752, BARX2, IFNG-AS1, DSC3, AC116345.1, SNHG31, AC104689.2, AC006974.2, TMEM45B, AC072062.1","Cerebral cortex: 92.1%, Hippocampus: 5.0%, Amygdala: 2.8%","Human MEC: 72.0%, Human LEC: 18.2%, Human Sub: 5.0%"
166,NEUR,,ADCYAP AVP CBLN CCK CHGA CHGB CORT NAMPT NUCB PDYN SCG UBL VGF proSAAS,"LINC02752, IFNG-AS1, SNHG31, LINC01297, BARX2, AC072062.1, AC104689.2, TMEM45B, AC116345.1, AL589693.1","Cerebral cortex: 79.4%, Hippocampus: 16.1%, Amygdala: 3.1%","Human MEC: 71.3%, Human Sub: 14.9%, Human LEC: 7.8%"
167,NEUR,,ADCYAP CBLN CCK CHGA CHGB GRP NAMPT NUCB SCG UBL VGF proSAAS,"LINC01524, ANO2, AL109930.1, FRMD6-AS2, AL391097.3, AL031674.1, TRPC6, RASSF9, AL391097.1, SEMA3D","Hippocampus: 76.8%, Cerebral cortex: 14.3%, Midbrain: 8.2%","Human Sub: 29.3%, Human CA1U-CA2U-CA3U: 25.4%, Human CA1-2R: 15.9%"
168,NEUR,,CBLN CCK CHGB NAMPT NUCB SCG UBL UCN VGF proSAAS,"GRB14, DUXAP9, SCHLAP1, MET, TWIST2, LINC01297, LINC01524, DUXAP10, FER1L6-AS2, DCN","Cerebral cortex: 92.4%, Hippocampus: 7.6%, Amygdala: 0.0%","Human TH-TL: 56.3%, Human MEC: 34.4%, Human Sub: 4.4%"
169,NEUR,,CBLN CCK CHGB NAMPT NUCB SCG UBL UCN VGF proSAAS,"LINC02752, DUXAP9, TNFRSF4, ITGA4, DUXAP10, FBLN2, AL136985.3, SMIM36, RFX6, AJ009632.2","Hippocampus: 98.4%, Cerebral cortex: 1.1%, Amygdala: 0.2%","Human CA1U-CA2U-CA3U: 27.5%, Human CA1-2R: 23.6%, Human Sub: 21.0%"
170,NEUR,,ADCYAP CBLN CCK CHGB NAMPT NUCB PDYN SCG UBL VGF proSAAS,"LINC02752, POSTN, DCN, ITPRID1, LINC02309, LINC02316, AC124290.1, GRB14, IFNG-AS1, MAFA","Hippocampus: 68.6%, Hypothalamus: 21.7%, Cerebral cortex: 6.4%","Human CA1: 57.7%, Human HTHtub: 21.5%, Human CA1U-CA2U-CA3U: 9.3%"
171,NEUR,,ADCYAP CBLN CCK CHGA CHGB NAMPT NTS NUCB PDYN PTHLH SCG UBL UCN VGF proSAAS,"SERPINB13, TGFBI, AOX1, AC116345.1, ABCA12, LINC01886, AC082650.2, AOX3P, AC068305.2, CRHR2","Hippocampus: 93.7%, Amygdala: 5.7%, Cerebral cortex: 0.3%","Human CA1: 86.7%, Human Sub: 6.9%, Human CMN: 5.7%"
172,NEUR,,ADCYAP AVP CART CBLN CCK CHGA CHGB NAMPT NUCB PTHLH SCG UBL VGF proSAAS,"TGFBI, AC116345.1, AL391117.1, S100Z, AOX1, CRHR2, LINC01886, FBXL21P, AC092162.2, PLEKHG4B","Cerebral cortex: 90.6%, Hippocampus: 8.8%, Amygdala: 0.6%","Human MEC: 81.6%, Human Sub: 8.8%, Human LEC: 8.6%"
173,NEUR,,ADCYAP CART CBLN CCK CHGA CHGB IGF NAMPT NUCB PDYN PYY SCG UBL UCN VGF proSAAS,"AC116345.1, AC016766.1, MCOLN2, AC018742.1, S100Z, WDR63, LINC00578, LINC02296, ALKAL2, LINC02015","Hippocampus: 55.8%, Amygdala: 36.5%, Cerebral cortex: 7.7%","Human Sub: 55.8%, Human BM: 30.5%, Human CMN: 4.7%"
174,NEUR,,ADCYAP CBLN CCK CHGA CHGB GRP NAMPT NUCB SCG UBL UCN VGF proSAAS,"AC116345.1, P2RX2, AL031073.2, MS4A8, TMEM108-AS1, AL136441.1, AL136985.3, LINC02248, CARM1P1, SEMA3D","Cerebral cortex: 84.3%, Amygdala: 10.2%, Hippocampus: 5.2%","Human LEC: 47.8%, Human Pir: 27.5%, Human Sub: 5.2%"
175,NEUR,,ADCYAP CART CBLN CCK CHGA CHGB GRP NAMPT NTS NUCB PDYN SCG UBL UCN VGF proSAAS,"AL035446.2, LINC00383, AC009081.2, AL138694.1, AC116345.1, SMIM36, FBLN2, AC113137.1, AC009878.2, CARM1P1","Cerebral cortex: 91.3%, Hippocampus: 7.3%, Amygdala: 1.2%","Human MEC: 82.6%, Human LEC: 8.2%, Human Sub: 6.4%"
176,NEUR,,CBLN CCK CHGA CHGB GRP NAMPT NUCB PDYN PNOC SCG UBL VGF proSAAS,"AC008662.1, AC097528.1, LINC01524, TMC1, AL391097.3, AC091096.1, AL391097.1, COBLL1, ABCA12, LINC02143","Hippocampus: 98.8%, Cerebral cortex: 1.0%, Thalamus: 0.2%","Human CA1U-CA2U-CA3U: 90.1%, Human CA1-2R: 4.3%, Human CA1: 2.7%"
177,NEUR,,CBLN CCK CHGA CHGB NAMPT NUCB PDYN SCG UBL VGF proSAAS,"AC008662.1, AC097528.1, LINC01339, COBLL1, AC018680.1, VIPR2, AC091096.1, LINC01524, LINC02143, AL109930.1","Hippocampus: 68.2%, Midbrain: 20.5%, Cerebral cortex: 10.8%","Human Sub: 39.5%, Human CA1-2R: 23.8%, Human SC: 20.4%"
178,NEUR,,CCK CHGA CHGB NAMPT NUCB NXPH PDYN SCG UBL proSAAS,"AC008662.1, AC091096.1, AP003066.1, AL391117.1, COBLL1, AC099517.1, AC097528.1, LINC02143, AC008415.1, AC004052.1","Hippocampus: 43.8%, Midbrain: 29.4%, Cerebral cortex: 26.8%","Human Sub: 37.9%, Human SC: 29.4%, Human TH-TL: 21.6%"
179,NEUR,,CBLN CHGA CHGB NAMPT NUCB UBL proSAAS,"AP001636.3, FNDC1, AC004160.1, CTXND1, FIBCD1, AC117386.2, AL356417.2, CASC6, COL5A2, BX255923.2","Hippocampus: 97.2%, Cerebral cortex: 2.8%, Amygdala: 0.0%","Human CA1C-CA3C: 40.8%, Human CA4C-DGC: 19.4%, Human Sub: 16.8%"
180,NEUR,,CART CBLN CHGA CHGB CORT NAMPT NUCB NXPH SCG UBL UCN VGF proSAAS,"AP001636.3, FNDC1, RUFY4, FIBCD1, CTXND1, BHLHE22, AC004160.1, GLYATL1, PTTG1, CABP7","Hippocampus: 99.6%, Cerebral cortex: 0.4%, Amygdala: 0.0%","Human CA1C-CA3C: 79.0%, Human CA4C-DGC: 17.2%, Human CA1R-CA2R-CA3R: 2.0%"
181,NEUR,,CART CBLN CHGA CHGB CORT NAMPT NUCB NXPH SCG UBL UCN VGF proSAAS,"FNDC1, AL356417.2, AP001636.3, CTXND1, FIBCD1, AC117386.2, AC004160.1, AC084114.1, RUFY4, CABP7","Hippocampus: 100.0%, Cerebral cortex: 0.0%, Amygdala: 0.0%","Human CA1C-CA3C: 28.2%, Human CA1R-CA2R-CA3R: 25.6%, Human CA1U-CA2U-CA3U: 15.6%"
182,NEUR,,CART CBLN CCK CHGA CHGB EDN NAMPT NUCB SCG UBL UCN VGF proSAAS,"FNDC1, AL356417.2, AC116345.1, FIBCD1, AC117386.2, CASC6, CTXND1, AC004160.1, ESRRAP2, BX255923.2","Hippocampus: 100.0%, Cerebral cortex: 0.0%, Amygdala: 0.0%","Human CA1C-CA3C: 39.5%, Human CA1R-CA2R-CA3R: 28.4%, Human CA2U-CA3U: 13.0%"
183,NEUR,,CBLN CCK CHGA CHGB EDN NAMPT NUCB SCG UBL UCN VGF proSAAS,"ABCA13, FNDC1, AC116345.1, AL356417.2, CASC6, AC007877.1, AC090816.1, AL583785.1, ESRRAP2, AC004160.1","Hippocampus: 99.9%, Amygdala: 0.0%, Cerebral cortex: 0.0%","Human CA2U-CA3U: 27.5%, Human CA1R-CA2R-CA3R: 22.9%, Human CA1: 20.0%"
184,NEUR,,CBLN CCK CHGA CHGB EDN NAMPT NUCB SCG UBL UCN VGF proSAAS,"ESRRAP2, FNDC1, ABCA13, AL356417.2, AC116345.1, LINC01685, GNA14-AS1, LINC02153, AC007877.1, CASC6","Hippocampus: 100.0%, Amygdala: 0.0%, Cerebral cortex: 0.0%","Human CA1U-CA2U-CA3U: 45.0%, Human CA1: 12.4%, Human DGU-CA4Upy: 11.3%"
185,NEUR,,CBLN CCK CHGB NAMPT NTS NUCB SCG UBL VGF proSAAS,"NTS, FNDC1, AC116345.1, LINC02153, AC023781.1, ESRRAP2, GNA14-AS1, AC092661.1, C16orf74, AL356417.2","Hippocampus: 100.0%, Cerebral cortex: 0.0%, Amygdala: 0.0%","Human CA1C-CA3C: 43.0%, Human Sub: 38.9%, Human CA1-2R: 13.0%"
186,NEUR,,CBLN CCK CHGA CHGB NAMPT NTS NUCB SCG UBL UCN VGF proSAAS,"AC092661.1, NTS, AC023781.1, ABCA13, AC116345.1, POSTN, ITGA4, AL161629.1, CASC6, ESRRAP2","Hippocampus: 98.7%, Cerebral cortex: 1.1%, Amygdala: 0.2%","Human CA1R-CA2R-CA3R: 20.3%, Human CA1-2R: 19.7%, Human CA2U-CA3U: 17.8%"
187,NEUR,,CBLN CCK CHGA CHGB NAMPT NTS NUCB SCG UBL UCN VGF proSAAS,"FNDC1, LINC00589, GABRQ, AC023781.1, AL356417.2, ITGA4, AC007877.1, ABCA13, AC010230.1, FEZF2","Hippocampus: 92.4%, Amygdala: 6.4%, Cerebral cortex: 1.1%","Human CA1: 35.2%, Human CA1U-CA2U-CA3U: 17.6%, Human CA2U-CA3U: 13.3%"
188,NEUR,,CBLN CCK NTS NUCB NXPH SCG proSAAS,"NTS, AC023781.1, CTXND1, AC004160.1, LINC02153, AC010230.1, FNDC1, ABCA13, COL24A1, AC092661.1","Hippocampus: 98.4%, Cerebral cortex: 1.2%, Amygdala: 0.3%","Human CA1U-CA2U-CA3U: 31.4%, Human Sub: 31.1%, Human CA1: 29.6%"
189,NEUR,,CART CBLN CCK CHGA CHGB NAMPT NUCB SCG UBL UCN VGF proSAAS,"ERG, AQP3, FZD7, AC068985.1, PTGFR, CCN1, CTXND1, CD24, LATS2, LINC00683","Hippocampus: 73.4%, Amygdala: 24.4%, Hypothalamus: 0.9%","Human CA1: 38.1%, Human CA1U-CA2U-CA3U: 30.7%, Human CMN: 24.4%"
190,NEUR,,CALCB CART CBLN CCK CHGA CHGB GNRH GRP NAMPT NPPC NUCB PYY SCG UBL UCN VGF proSAAS,"AC019127.1, USH1C, LINC02720, AP006295.1, LATS2, AP001978.1, MLPH, HGF, HLX-AS1, WNK4","Hippocampus: 100.0%, Cerebral cortex: 0.0%, Amygdala: 0.0%","Human CA3R: 68.8%, Human DGR-CA4Rpy: 17.3%, Human DGU-CA4Upy: 4.5%"
191,NEUR,,CART CBLN CCK CHGA CHGB GRP NAMPT NTS NUCB SCG UBL VGF proSAAS,"AC021594.2, LINC02237, ITGA4, OR7E14P, LATS2, COL6A3, AC068985.1, AL450311.1, KCNG2, PTGFR","Hippocampus: 98.1%, Cerebral cortex: 1.6%, Midbrain: 0.2%","Human CA4C-DGC: 41.8%, Human CA3R: 41.8%, Human CA1C-CA3C: 8.8%"
192,NEUR,,CART CBLN CHGA CHGB NAMPT NUCB NXPH PDYN UBL VGF proSAAS,"MORC1, HLX-AS1, AL450311.1, GHSR, C16orf74, SCGN, LINC02237, AC011754.1, LINC00210, GUCA1C","Hippocampus: 99.6%, Cerebral cortex: 0.4%, Amygdala: 0.0%","Human CA4C-DGC: 79.6%, Human CA1C-CA3C: 9.2%, Human DGR-CA4Rpy: 3.8%"
193,NEUR,,CART CBLN CCK CHGA CHGB NAMPT NUCB UBL VGF proSAAS,"SCGN, MORC1, LINC02237, AL450311.1, ITGA4, C16orf74, HLX-AS1, GUCA1C, TSPAN18, AC127526.2","Hippocampus: 98.3%, Amygdala: 0.9%, Cerebral cortex: 0.5%","Human CA4C-DGC: 76.9%, Human CA1C-CA3C: 12.5%, Human DGR-CA4Rpy: 4.3%"
194,NEUR,,CART CBLN CCK CHGA CHGB IGF NAMPT NUCB UBL VGF proSAAS,"SCGN, MORC1, AL450311.1, LINC02237, ITGA4, CASC6, ZBTB20-AS2, AC127526.1, ZBTB20-AS1, LINC02192","Hippocampus: 99.8%, Cerebral cortex: 0.2%, Amygdala: 0.0%","Human CA4C-DGC: 90.0%, Human DGR-CA4Rpy: 8.0%, Human CA3R: 1.5%"
195,NEUR,,CART CBLN CCK CHGA CHGB IGF NAMPT NUCB UBL VGF proSAAS,"SCGN, MORC1, ITGA4, AC127526.2, ABCA13, AC127526.1, LINC02237, AL450311.1, AC021594.2, CASC6","Hippocampus: 99.4%, Thalamus: 0.5%, Cerebral cortex: 0.1%","Human CA4C-DGC: 87.2%, Human CA3R: 4.8%, Human CA1C-CA3C: 4.7%"
196,NEUR,,ADCYAP CART CBLN CCK CHGA CHGB IGF NAMPT NUCB PYY UBL VGF proSAAS,"MORC1, ABCA13, LINC02196, GUCA1C, ITGA4, LATS2, TSPAN18, MYPN, AC021594.2, AC127526.2","Hippocampus: 99.9%, Midbrain: 0.1%, Cerebral cortex: 0.0%","Human CA4C-DGC: 55.3%, Human DGR-CA4Rpy: 39.4%, Human DGR-CA4: 3.0%"
197,NEUR,,CART CBLN CCK CHGA CHGB IGF NAMPT NUCB PYY UBL VGF proSAAS,"MORC1, LINC02196, GUCA1C, ABCA13, LATS2, TSPAN18, HLX-AS1, WNK4, AC019127.1, MYPN","Hippocampus: 99.7%, Midbrain: 0.3%, Cerebral cortex: 0.0%","Human DGR-CA4Rpy: 50.3%, Human CA3R: 19.4%, Human DGU-CA4Upy: 14.3%"
198,NEUR,,ADCYAP CART CBLN CCK CHGA CHGB IGF NAMPT NUCB PYY SCG UBL UCN VGF proSAAS,"MORC1, IGF2BP2, KREMEN2, ARL6IP1P3, AC006487.1, AP001978.1, LINC02720, AC021594.2, ABCA13, AC019127.1","Hippocampus: 89.9%, Midbrain: 10.1%, Cerebral cortex: 0.0%","Human CA4C-DGC: 45.1%, Human DGR-CA4Rpy: 21.8%, Human DGR-CA4: 15.3%"
199,NEUR,DG-GRAN,CART CBLN CCK CHGA CHGB GRP NAMPT NTS NUCB PDYN SCG UBL proSAAS,"AJ006995.1, LINC01697, AC112721.2, CR382285.1, POSTN, CHRNA1, AQP9, LINC01338, TARID, LINC02237","Hippocampus: 96.8%, Thalamus: 3.2%, Cerebral cortex: 0.0%","Human CA4C-DGC: 50.3%, Human DGR-CA4Rpy: 22.4%, Human CA1R-CA2R-CA3R: 16.8%"
200,NEUR,DG-GRAN,CBLN CHGB GRP NAMPT NUCB PDYN proSAAS,"LINC01697, AC097487.1, AJ006995.1, CHRNA1, TARID, AC097528.1, AC079793.1, NTF3, MCOLN3, COL6A3","Hippocampus: 99.4%, Thalamus: 0.5%, Midbrain: 0.1%","Human CA4C-DGC: 59.1%, Human DGR-CA4Rpy: 18.1%, Human DGU-CA4Upy: 11.3%"
201,NEUR,DG-GRAN,CBLN CHGB GRP IGF NAMPT NUCB PDYN UBL proSAAS,"AC097487.1, AC097528.1, COL6A3, NTF3, LINC01697, ANKRD20A19P, AL672167.1, LINC01324, AC092110.1, AL445985.1","Hippocampus: 99.9%, Midbrain: 0.1%, Thalamus: 0.0%","Human DGU-CA4Upy: 34.3%, Human DGR-CA4: 34.3%, Human DGR-CA4Rpy: 14.6%"
202,NEUR,DG-GRAN,CBLN CHGB GRP NAMPT NUCB UBL proSAAS,"TTR, FOLR1, LINC01697, AC097528.1, AC097487.1, AL672167.1, NTF3, AL591518.1, TARID, AJ006995.1","Hippocampus: 100.0%, Cerebral cortex: 0.0%, Amygdala: 0.0%","Human DGR-CA4Rpy: 87.7%, Human CA1R-CA2R-CA3R: 12.3%"
203,NEUR,DG-GRAN,CBLN CCK CHGB GRP NAMPT NUCB SCG UBL proSAAS,"AC097528.1, LINC02248, AC097487.1, AC092110.1, AC079772.1, AC009878.2, COL6A3, AL445985.1, GRP, AL161629.1","Hippocampus: 98.3%, Midbrain: 1.4%, Cerebral cortex: 0.2%","Human DGU-CA4Upy: 42.8%, Human DGR-CA4: 13.9%, Human DGR-CA4Rpy: 13.6%"
204,NEUR,DG-GRAN,CBLN CCK CHGB GRP NAMPT NUCB SCG UBL proSAAS,"TTR, LINC02030, LINC01697, LINC02237, AJ006995.1, CHRNA1, AC097487.1, AC097528.1, AC021088.1, CASC6","Hippocampus: 98.3%, Thalamus: 1.7%, Cerebral cortex: 0.0%","Human DGR-CA4Rpy: 39.0%, Human CA1R-CA2R-CA3R: 32.3%, Human CA4C-DGC: 22.8%"
205,NEUR,DG-GRAN,CBLN CCK CHGB GRP NAMPT NUCB SCG UBL proSAAS,"AC097528.1, AC097487.1, LINC01697, AJ006995.1, AC079772.1, LINC02237, LINC02030, GRP, AC021088.1, LINC01324","Hippocampus: 96.5%, Midbrain: 3.4%, Thalamus: 0.0%","Human DGU-CA4Upy: 74.0%, Human CA1U-CA2U-CA3U: 17.4%, Human SN: 3.4%"
206,NEUR,,CCK CHGB NUCB PDYN SCG TAC UBL UCN VGF proSAAS,"LINC02137, AC015631.1, GLI3, PLEK, AP003121.1, LINC02462, RGS9, MME, PTPN7, AL445584.2","Hippocampus: 97.1%, Thalamus: 2.3%, Cerebral cortex: 0.6%","Human CA4C-DGC: 96.5%, Human Pul: 1.7%, Human LG: 0.6%"
207,NEUR,MSN-D2,CHGB NAMPT NUCB PENK SCG TAC UBL UCN VGF proSAAS,"GPR6, AL139379.1, DRD2, AC073325.1, ADORA2A, LINC02137, PENK, GPR88, AL450332.1, LPL","Basal forebrain: 92.9%, Thalamus: 4.1%, Amygdala: 1.9%","Human Pu: 54.1%, Human CaB: 28.2%, Human GPe: 5.8%"
208,NEUR,MSN-D2,CHGB NAMPT NUCB PENK SCG TAC UBL UCN VGF proSAAS,"PENK, GPR6, ADORA2A, DRD2, LINC02137, AC004551.1, SMOC2, AC107208.1, LPL, EYA1","Basal forebrain: 89.6%, Amygdala: 5.6%, Cerebral cortex: 3.5%","Human CaB: 31.1%, Human NAC: 28.8%, Human GPe: 12.5%"
209,NEUR,MSN-D1,CHGB NAMPT NUCB PDYN PENK SCG TAC UBL UCN VGF proSAAS,"AL450332.1, AL139379.1, LINC02137, AC004551.1, AC015631.1, LINC02462, AL445584.2, LPL, PLEK, CA12","Basal forebrain: 96.3%, Thalamus: 2.9%, Amygdala: 0.6%","Human CaB: 77.9%, Human Pu: 8.2%, Human NAC: 5.1%"
210,NEUR,MSN-D1,CHGB NAMPT NUCB PENK SCG TAC UBL UCN VGF proSAAS,"LINC02137, AL445584.2, AL450332.1, DDIT4L, PTPN7, LPL, AC092979.1, MME, PLEK, SLC25A24P1","Basal forebrain: 97.9%, Thalamus: 1.9%, Hippocampus: 0.2%","Human Pu: 80.1%, Human CaB: 12.7%, Human GPe: 4.5%"
211,NEUR,MSN-D1,CHGB NAMPT NUCB PDYN PENK SCG TAC UBL UCN VGF proSAAS,"AL445584.2, AL450332.1, LINC02137, TH, CA12, AC138646.1, PDYN, AC107208.1, AL139379.1, MME","Basal forebrain: 85.7%, Amygdala: 6.3%, Cerebral cortex: 4.2%","Human CaB: 26.7%, Human NAC: 18.8%, Human Pu: 17.8%"
212,NEUR,MSN-D2,CHGB NAMPT NUCB PENK SCG TAC UBL UCN VGF proSAAS,"PENK, AL139379.1, GPR6, DRD2, AL450332.1, ADORA2A, AC107208.1, GPR88, AC092979.1, LINC02137","Basal forebrain: 90.4%, Cerebral cortex: 3.6%, Amygdala: 3.6%","Human CaB: 25.4%, Human Pu: 22.3%, Human NAC: 18.4%"
213,NEUR,MSN-D2,CBLN CHGB NAMPT NUCB PENK SCG UBL UCN VGF proSAAS,"PENK, AC008786.1, GPR6, DRD3, DRD2, P2RY1, SCIN, AC092604.1, ENTHD1, AL020994.2","Basal forebrain: 75.5%, Cerebral cortex: 12.2%, Amygdala: 9.4%","Human SI: 30.9%, Human NAC: 26.6%, Human GPe: 14.4%"
214,NEUR,MSN-D1,CBLN CCK CHGB NAMPT NUCB PDYN PENK SCG TAC UBL UCN VGF proSAAS,"DRD3, AC010478.1, PDYN, AL020994.2, GPR101, AL359220.1, AC092604.1, MYO3A, DRD1, C6orf141","Basal forebrain: 61.9%, Amygdala: 15.7%, Cerebral cortex: 13.3%","Human SI: 37.9%, Human NAC: 15.7%, Human BNST: 14.8%"
215,NEUR,MSN-D1,CBLN CCK CHGB NAMPT NUCB PDYN PENK SCG TAC UBL UCN VGF proSAAS,"LINC02137, AC090124.1, AC068875.1, DRD3, AC092604.1, AL049830.3, C6orf141, AL445584.2, AL020994.2, AC107208.1","Basal forebrain: 85.0%, Amygdala: 9.2%, Cerebral cortex: 3.6%","Human NAC: 43.8%, Human GPe: 16.9%, Human BNST: 8.9%"
216,NEUR,MSN-D2,CCK CHGB NAMPT NUCB PENK SCG UBL VGF proSAAS,"DRD2, MYO3A, PENK, ADORA2A, LINC01833, GPR6, LINC02462, AL020994.2, P2RY1, SIX3","Basal forebrain: 40.9%, Amygdala: 26.3%, Hypothalamus: 18.3%","Human SI: 36.9%, Human BNST: 19.4%, Human HTHpo: 16.1%"
217,NEUR,MSN-D2,CBLN CCK CHGA CHGB NAMPT NUCB PENK SCG UBL VGF proSAAS,"DCDC2C, PENK, AC015631.1, SIX3, P2RY1, LINC02462, LINC01305, CALCR, CACNG5, LINC01833","Amygdala: 69.5%, Basal forebrain: 15.7%, Hypothalamus: 7.4%","Human CEN: 36.4%, Human BNST: 21.2%, Human SI: 12.3%"
218,NEUR,,CART CCK CHGA CHGB NAMPT NUCB SCG TAC UBL proSAAS,"AC093515.1, AC079052.1, AC022433.1, ISL1, AC010478.1, DRD3, RXFP2, GDNF-AS1, AC006972.1, COL1A1","Basal forebrain: 50.9%, Amygdala: 22.3%, Hypothalamus: 18.5%","Human SI: 38.1%, Human BNST: 19.5%, Human HTHpo: 16.2%"
219,NEUR,MSN-D1,CHGA CHGB NAMPT NUCB NXPH PDYN PENK SCG TAC UBL VGF VIP proSAAS,"ISL1, NPNT, AC010478.1, LINC02462, PROK2, AC015631.1, DRD3, AC022433.1, NMBR, LINC01951","Amygdala: 33.2%, Basal forebrain: 32.8%, Hypothalamus: 18.6%","Human SI: 31.0%, Human BNST: 23.2%, Human HTHpo: 13.6%"
220,NEUR,MSN-D1,CBLN CCK CHGA CHGB NAMPT NUCB PDYN PENK SCG SST TAC UBL UCN VGF proSAAS,"FAM9B, ISL1, AC010478.1, PTGDR, NPNT, EBF1, DRD1, MYO3A, LPL, GDNF-AS1","Amygdala: 91.6%, Thalamus: 8.4%, Cerebral cortex: 0.0%","Human CEN: 87.5%, Human VA: 6.4%, Human La: 2.6%"
221,NEUR,MSN-D2,CHGA CHGB NAMPT NUCB PENK SCG TAC UBL VGF proSAAS,"AC048352.1, GPR6, LINC01305, DRD2, AC005482.1, RDH10, SIX3, LOXHD1, AC023905.1, AL392086.1","Basal forebrain: 78.8%, Amygdala: 9.0%, Cerebral cortex: 6.5%","Human SI: 19.8%, Human Pu: 16.4%, Human NAC: 15.6%"
222,NEUR,MSN-D1 MSN-D2 MSN-ECC,CHGA CHGB CRH EDN NAMPT NUCB PDYN PENK PTHLH SCG TAC UBL VGF proSAAS,"AL445584.2, CASZ1, AC022133.2, LINC01735, TAC1, LOXHD1, C6orf141, PENK, FBXL21P, SLC35D3","Basal forebrain: 93.9%, Thalamus: 1.9%, Cerebral cortex: 1.8%","Human Pu: 38.7%, Human CaB: 28.3%, Human NAC: 12.1%"
223,NEUR,MSN-D1 MSN-ECC,CHGA CHGB NAMPT NPPB NUCB PENK SCG TAC UBL VGF proSAAS,"FRMD7, LINC01735, FBXL21P, CASZ1, AL445584.2, SCN5A, LECT2, CALCRL, AC022133.2, C6orf141","Basal forebrain: 74.1%, Amygdala: 12.2%, Thalamus: 9.6%","Human CaB: 31.8%, Human SEP: 12.3%, Human NAC: 10.9%"
224,NEUR,MSN-D1 MSN-D2 MSN-ECC,CART CHGA CHGB CRH NAMPT NPPB NUCB PDYN PENK SCG TAC UBL VGF proSAAS,"SLC35D3, CASZ1, AL590867.1, AC022133.2, FBXL21P, AC022126.1, DRD1, LECT2, C6orf141, RXRG","Basal forebrain: 70.9%, Amygdala: 13.6%, Cerebral cortex: 8.2%","Human SI: 29.8%, Human NAC: 26.6%, Human BNST: 13.0%"
